time	V(Vout1,Vout2)	V(vin1)	V(vin2)	V(vout1)	V(vout2)
4.055768749967714e-002	-3.822239e+000	3.487557e-001	-1.743778e-001	8.177760e+000	1.200000e+001
4.065534374967714e-002	-3.842074e+000	4.090017e-001	-2.045008e-001	8.157925e+000	1.200000e+001
4.075299999967715e-002	-3.861756e+000	4.687790e-001	-2.343895e-001	8.138244e+000	1.200000e+001
4.085065624967715e-002	-3.881282e+000	5.280876e-001	-2.640438e-001	8.118718e+000	1.200000e+001
4.094831249967715e-002	-3.900654e+000	5.869275e-001	-2.934638e-001	8.099346e+000	1.200000e+001
4.104596874967715e-002	-3.919872e+000	6.452987e-001	-3.226494e-001	8.080128e+000	1.200000e+001
4.114362499967715e-002	-3.938935e+000	7.032013e-001	-3.516006e-001	8.061065e+000	1.200000e+001
4.124128124967715e-002	-3.957735e+000	7.603028e-001	-3.801514e-001	8.042265e+000	1.200000e+001
4.133893749967715e-002	-3.976301e+000	8.166888e-001	-4.083444e-001	8.023699e+000	1.200000e+001
4.143659374967715e-002	-3.994613e+000	8.723061e-001	-4.361531e-001	8.005387e+000	1.200000e+001
4.153424999967716e-002	-4.012654e+000	9.271024e-001	-4.635512e-001	7.987346e+000	1.200000e+001
4.172956249967716e-002	-4.047860e+000	1.034027e+000	-5.170134e-001	7.952140e+000	1.200000e+001
4.192487499967716e-002	-4.081785e+000	1.137059e+000	-5.685295e-001	7.918215e+000	1.200000e+001
4.212018749967716e-002	-4.114301e+000	1.235812e+000	-6.179059e-001	7.885699e+000	1.200000e+001
4.241315624967717e-002	-4.160169e+000	1.375108e+000	-6.875542e-001	7.839831e+000	1.200000e+001
4.270612499967717e-002	-4.202203e+000	1.502764e+000	-7.513822e-001	7.797797e+000	1.200000e+001
4.299909374967718e-002	-4.240050e+000	1.617699e+000	-8.088496e-001	7.759950e+000	1.200000e+001
4.329206249967718e-002	-4.273388e+000	1.718940e+000	-8.594700e-001	7.726612e+000	1.200000e+001
4.358503124967719e-002	-4.301935e+000	1.805630e+000	-9.028148e-001	7.698065e+000	1.200000e+001
4.387799999967719e-002	-4.325449e+000	1.877034e+000	-9.385172e-001	7.674551e+000	1.200000e+001
4.417096874967719e-002	-4.343730e+000	1.932549e+000	-9.662747e-001	7.656270e+000	1.200000e+001
4.446393749967720e-002	-4.356625e+000	1.971705e+000	-9.858527e-001	7.643375e+000	1.200000e+001
4.475690624967720e-002	-4.364023e+000	1.994170e+000	-9.970852e-001	7.635977e+000	1.200000e+001
4.504987499967721e-002	-4.365861e+000	1.999755e+000	-9.998773e-001	7.634139e+000	1.200000e+001
4.534284374967721e-002	-4.362126e+000	1.988410e+000	-9.942052e-001	7.637874e+000	1.200000e+001
4.563581249967721e-002	-4.352847e+000	1.960234e+000	-9.801169e-001	7.647153e+000	1.200000e+001
4.592878124967722e-002	-4.338104e+000	1.915464e+000	-9.577318e-001	7.661896e+000	1.200000e+001
4.622174999967722e-002	-4.318021e+000	1.854479e+000	-9.272394e-001	7.681979e+000	1.200000e+001
4.651471874967723e-002	-4.292769e+000	1.777795e+000	-8.888977e-001	7.707231e+000	1.200000e+001
4.680768749967723e-002	-4.262562e+000	1.686063e+000	-8.430314e-001	7.737438e+000	1.200000e+001
4.710065624967724e-002	-4.227655e+000	1.580057e+000	-7.900286e-001	7.772345e+000	1.200000e+001
4.739362499967724e-002	-4.188344e+000	1.460676e+000	-7.303382e-001	7.811656e+000	1.200000e+001
4.768659374967724e-002	-4.144963e+000	1.328930e+000	-6.644652e-001	7.855037e+000	1.200000e+001
4.788190624967725e-002	-4.113960e+000	1.234777e+000	-6.173886e-001	7.886040e+000	1.200000e+001
4.807721874967725e-002	-4.081429e+000	1.135977e+000	-5.679883e-001	7.918571e+000	1.200000e+001
4.827253124967725e-002	-4.047489e+000	1.032900e+000	-5.164502e-001	7.952511e+000	1.200000e+001
4.846784374967725e-002	-4.012271e+000	9.259366e-001	-4.629683e-001	7.987729e+000	1.200000e+001
4.856549999967726e-002	-3.994223e+000	8.711221e-001	-4.355611e-001	8.005777e+000	1.200000e+001
4.866315624967726e-002	-3.975905e+000	8.154877e-001	-4.077439e-001	8.024095e+000	1.200000e+001
4.876081249967726e-002	-3.957335e+000	7.590859e-001	-3.795429e-001	8.042665e+000	1.200000e+001
4.885846874967726e-002	-3.938530e+000	7.019696e-001	-3.509848e-001	8.061470e+000	1.200000e+001
4.905378124967726e-002	-3.900286e+000	5.858094e-001	-2.929047e-001	8.099714e+000	1.200000e+001
4.934674999967727e-002	-3.841605e+000	4.075740e-001	-2.037870e-001	8.158395e+000	1.200000e+001
4.954206249967727e-002	-3.801820e+000	2.867391e-001	-1.433696e-001	8.198178e+000	1.200000e+001
4.963971874967727e-002	-3.781651e+000	2.258884e-001	-1.129442e-001	8.218279e+000	1.199993e+001
4.973737499967727e-002	-3.756838e+000	1.648250e-001	-8.241250e-002	8.240734e+000	1.199757e+001
4.983503124967727e-002	-3.584864e+000	1.036065e-001	-5.180326e-002	8.336711e+000	1.192157e+001
4.993268749967728e-002	-2.030162e+000	4.229054e-002	-2.114527e-002	9.122598e+000	1.115276e+001
5.003034374967728e-002	1.062955e+000	-1.906525e-002	9.532626e-003	1.067290e+001	9.609942e+000
5.012799999967728e-002	3.224315e+000	-8.040310e-002	4.020155e-002	1.175152e+001	8.527202e+000
5.022565624967728e-002	3.712337e+000	-1.416653e-001	7.083264e-002	1.199079e+001	8.278453e+000
5.032331249967728e-002	3.740273e+000	-2.027941e-001	1.013971e-001	1.199973e+001	8.259460e+000
5.042096874967728e-002	3.750822e+000	-2.637321e-001	1.318661e-001	1.199999e+001	8.249170e+000
5.071393749967729e-002	3.780647e+000	-4.448286e-001	2.224143e-001	1.200000e+001	8.219353e+000
5.090924999967729e-002	3.800365e+000	-5.646165e-001	2.823082e-001	1.200000e+001	8.199635e+000
5.110456249967729e-002	3.819559e+000	-6.812176e-001	3.406088e-001	1.200000e+001	8.180441e+000
5.129987499967730e-002	3.838228e+000	-7.946319e-001	3.973160e-001	1.200000e+001	8.161772e+000
5.149518749967730e-002	3.856373e+000	-9.048595e-001	4.524298e-001	1.200000e+001	8.143627e+000
5.169049999967730e-002	3.873994e+000	-1.011900e+000	5.059502e-001	1.200000e+001	8.126006e+000
5.188581249967730e-002	3.891090e+000	-1.115754e+000	5.578772e-001	1.200000e+001	8.108910e+000
5.208112499967731e-002	3.907661e+000	-1.216422e+000	6.082109e-001	1.200000e+001	8.092339e+000
5.227643749967731e-002	3.923309e+000	-1.311482e+000	6.557412e-001	1.200000e+001	8.076691e+000
5.237409374967731e-002	3.930833e+000	-1.357183e+000	6.785917e-001	1.200000e+001	8.069167e+000
5.247174999967731e-002	3.938146e+000	-1.401607e+000	7.008035e-001	1.200000e+001	8.061854e+000
5.256940624967731e-002	3.945242e+000	-1.444711e+000	7.223557e-001	1.200000e+001	8.054758e+000
5.266706249967731e-002	3.952114e+000	-1.486456e+000	7.432280e-001	1.200000e+001	8.047886e+000
5.276471874967732e-002	3.958755e+000	-1.526802e+000	7.634009e-001	1.200000e+001	8.041245e+000
5.286237499967732e-002	3.965160e+000	-1.565711e+000	7.828553e-001	1.200000e+001	8.034840e+000
5.296003124967732e-002	3.971324e+000	-1.603146e+000	8.015729e-001	1.200000e+001	8.028676e+000
5.305768749967732e-002	3.977238e+000	-1.639072e+000	8.195360e-001	1.200000e+001	8.022762e+000
5.315534374967732e-002	3.982899e+000	-1.673456e+000	8.367279e-001	1.200000e+001	8.017101e+000
5.325299999967732e-002	3.988300e+000	-1.706264e+000	8.531322e-001	1.200000e+001	8.011700e+000
5.335065624967732e-002	3.993437e+000	-1.737467e+000	8.687336e-001	1.200000e+001	8.006563e+000
5.344831249967733e-002	3.998303e+000	-1.767035e+000	8.835174e-001	1.200000e+001	8.001697e+000
5.354596874967733e-002	4.002898e+000	-1.794939e+000	8.974697e-001	1.200000e+001	7.997102e+000
5.364362499967733e-002	4.007214e+000	-1.821155e+000	9.105773e-001	1.200000e+001	7.992786e+000
5.374128124967733e-002	4.011247e+000	-1.845656e+000	9.228278e-001	1.200000e+001	7.988753e+000
5.383893749967733e-002	4.014995e+000	-1.868420e+000	9.342099e-001	1.200000e+001	7.985005e+000
5.403424999967733e-002	4.021618e+000	-1.908653e+000	9.543264e-001	1.200000e+001	7.978382e+000
5.422956249967734e-002	4.027059e+000	-1.941702e+000	9.708510e-001	1.200000e+001	7.972941e+000
5.442487499967734e-002	4.031297e+000	-1.967443e+000	9.837216e-001	1.200000e+001	7.968703e+000
5.462018749967734e-002	4.034315e+000	-1.985779e+000	9.928896e-001	1.200000e+001	7.965685e+000
5.481549999967735e-002	4.036104e+000	-1.996641e+000	9.983206e-001	1.200000e+001	7.963896e+000
5.501081249967735e-002	4.036654e+000	-1.999988e+000	9.999942e-001	1.200000e+001	7.963346e+000
5.520612499967735e-002	4.035966e+000	-1.995808e+000	9.979041e-001	1.200000e+001	7.964034e+000
5.540143749967735e-002	4.034041e+000	-1.984116e+000	9.920580e-001	1.200000e+001	7.965959e+000
5.559674999967736e-002	4.030887e+000	-1.964956e+000	9.824781e-001	1.200000e+001	7.969113e+000
5.579206249967736e-002	4.026515e+000	-1.938401e+000	9.692003e-001	1.200000e+001	7.973485e+000
5.598737499967736e-002	4.020943e+000	-1.904549e+000	9.522747e-001	1.200000e+001	7.979057e+000
5.618268749967736e-002	4.014190e+000	-1.863530e+000	9.317649e-001	1.200000e+001	7.985810e+000
5.628034374967737e-002	4.010378e+000	-1.840379e+000	9.201896e-001	1.200000e+001	7.989622e+000
5.637799999967737e-002	4.006282e+000	-1.815496e+000	9.077482e-001	1.200000e+001	7.993718e+000
5.647565624967737e-002	4.001904e+000	-1.788905e+000	8.944525e-001	1.200000e+001	7.998096e+000
5.657331249967737e-002	3.997250e+000	-1.760630e+000	8.803149e-001	1.200000e+001	8.002750e+000
5.667096874967737e-002	3.992322e+000	-1.730698e+000	8.653488e-001	1.200000e+001	8.007678e+000
5.676862499967737e-002	3.987126e+000	-1.699137e+000	8.495683e-001	1.200000e+001	8.012874e+000
5.686628124967737e-002	3.981667e+000	-1.665977e+000	8.329883e-001	1.200000e+001	8.018333e+000
5.696393749967738e-002	3.975950e+000	-1.631248e+000	8.156242e-001	1.200000e+001	8.024050e+000
5.706159374967738e-002	3.969980e+000	-1.594985e+000	7.974924e-001	1.200000e+001	8.030020e+000
5.715924999967738e-002	3.963763e+000	-1.557220e+000	7.786102e-001	1.200000e+001	8.036237e+000
5.725690624967738e-002	3.957305e+000	-1.517990e+000	7.589951e-001	1.200000e+001	8.042695e+000
5.735456249967738e-002	3.950612e+000	-1.477331e+000	7.386657e-001	1.200000e+001	8.049388e+000
5.745221874967738e-002	3.943689e+000	-1.435282e+000	7.176411e-001	1.200000e+001	8.056311e+000
5.754987499967738e-002	3.936545e+000	-1.391882e+000	6.959410e-001	1.200000e+001	8.063455e+000
5.764753124967739e-002	3.929185e+000	-1.347172e+000	6.735860e-001	1.200000e+001	8.070815e+000
5.774518749967739e-002	3.921616e+000	-1.301194e+000	6.505970e-001	1.200000e+001	8.078384e+000
5.794049999967739e-002	3.905881e+000	-1.205608e+000	6.028042e-001	1.200000e+001	8.094119e+000
5.813581249967739e-002	3.889399e+000	-1.105485e+000	5.527427e-001	1.200000e+001	8.110601e+000
5.842878124967740e-002	3.863412e+000	-9.476212e-001	4.738106e-001	1.200000e+001	8.136588e+000
5.858224107110597e-002	3.849172e+000	-8.611156e-001	4.305578e-001	1.200000e+001	8.150828e+000
5.873570089253454e-002	3.834688e+000	-7.731303e-001	3.865651e-001	1.200000e+001	8.165312e+000
5.888916071396311e-002	3.819961e+000	-6.836651e-001	3.418326e-001	1.200000e+001	8.180039e+000
5.904262053539169e-002	3.804991e+000	-5.927203e-001	2.963601e-001	1.200000e+001	8.195009e+000
5.919608035682027e-002	3.789777e+000	-5.002956e-001	2.501478e-001	1.200000e+001	8.210223e+000
5.934954017824884e-002	3.774320e+000	-4.063912e-001	2.031956e-001	1.200000e+001	8.225680e+000
5.950299999967741e-002	3.758619e+000	-3.110071e-001	1.555035e-001	1.200000e+001	8.241381e+000
5.960065624967741e-002	3.748586e+000	-2.502574e-001	1.251287e-001	1.199998e+001	8.251397e+000
5.969831249967741e-002	3.737412e+000	-1.892722e-001	9.463609e-002	1.199941e+001	8.262002e+000
5.979596874967742e-002	3.688524e+000	-1.281088e-001	6.405442e-002	1.197998e+001	8.291458e+000
5.989362499967742e-002	2.860962e+000	-6.682494e-002	3.341247e-002	1.157065e+001	8.709685e+000
5.999128124967742e-002	3.229742e-001	-5.478146e-003	2.739073e-003	1.030267e+001	9.979694e+000
6.008893749967742e-002	-2.510839e+000	5.587381e-002	-2.793690e-002	8.880693e+000	1.139153e+001
6.018659374967742e-002	-3.671624e+000	1.171732e-001	-5.858659e-002	8.291156e+000	1.196278e+001
6.028424999967742e-002	-3.763928e+000	1.783623e-001	-8.918113e-002	8.234963e+000	1.199889e+001
6.038190624967742e-002	-3.786169e+000	2.393835e-001	-1.196917e-001	8.213799e+000	1.199997e+001
6.047956249967743e-002	-3.806247e+000	3.001794e-001	-1.500897e-001	8.193752e+000	1.200000e+001
6.057721874967743e-002	-3.826216e+000	3.608328e-001	-1.804164e-001	8.173784e+000	1.200000e+001
6.067487499967743e-002	-3.846027e+000	4.210064e-001	-2.105032e-001	8.153973e+000	1.200000e+001
6.077253124967743e-002	-3.865680e+000	4.807001e-001	-2.403500e-001	8.134320e+000	1.200000e+001
6.087018749967743e-002	-3.885175e+000	5.399139e-001	-2.699570e-001	8.114825e+000	1.200000e+001
6.096784374967743e-002	-3.904513e+000	5.986479e-001	-2.993240e-001	8.095488e+000	1.200000e+001
6.106549999967743e-002	-3.923692e+000	6.569020e-001	-3.284510e-001	8.076308e+000	1.200000e+001
6.116315624967744e-002	-3.942714e+000	7.146763e-001	-3.573382e-001	8.057286e+000	1.200000e+001
6.126081249967744e-002	-3.961468e+000	7.716390e-001	-3.858195e-001	8.038532e+000	1.200000e+001
6.135846874967744e-002	-3.979984e+000	8.278754e-001	-4.139377e-001	8.020016e+000	1.200000e+001
6.145612499967744e-002	-3.998243e+000	8.833327e-001	-4.416664e-001	8.001757e+000	1.200000e+001
6.155378124967744e-002	-4.016229e+000	9.379587e-001	-4.689793e-001	7.983771e+000	1.200000e+001
6.174909374967744e-002	-4.051312e+000	1.044512e+000	-5.222558e-001	7.948688e+000	1.200000e+001
6.194440624967745e-002	-4.085102e+000	1.147133e+000	-5.735666e-001	7.914898e+000	1.200000e+001
6.213971874967745e-002	-4.117471e+000	1.245437e+000	-6.227186e-001	7.882529e+000	1.200000e+001
6.243268749967745e-002	-4.163094e+000	1.383993e+000	-6.919967e-001	7.836906e+000	1.200000e+001
6.272565624967744e-002	-4.204860e+000	1.510834e+000	-7.554169e-001	7.795140e+000	1.200000e+001
6.301862499967742e-002	-4.242416e+000	1.624885e+000	-8.124424e-001	7.757584e+000	1.200000e+001
6.331159374967740e-002	-4.275443e+000	1.725181e+000	-8.625904e-001	7.724557e+000	1.200000e+001
6.360456249967739e-002	-4.303662e+000	1.810873e+000	-9.054364e-001	7.696338e+000	1.200000e+001
6.389753124967737e-002	-4.326832e+000	1.881235e+000	-9.406177e-001	7.673168e+000	1.200000e+001
6.419049999967735e-002	-4.344759e+000	1.935673e+000	-9.678366e-001	7.655241e+000	1.200000e+001
6.448346874967734e-002	-4.357290e+000	1.973725e+000	-9.868626e-001	7.642710e+000	1.200000e+001
6.477643749967732e-002	-4.364319e+000	1.995069e+000	-9.975346e-001	7.635681e+000	1.200000e+001
6.506940624967730e-002	-4.365786e+000	1.999525e+000	-9.997623e-001	7.634214e+000	1.200000e+001
6.536237499967729e-002	-4.361679e+000	1.987054e+000	-9.935268e-001	7.638321e+000	1.200000e+001
6.565534374967727e-002	-4.352033e+000	1.957762e+000	-9.788810e-001	7.647967e+000	1.200000e+001
6.594831249967725e-002	-4.336929e+000	1.911898e+000	-9.559488e-001	7.663071e+000	1.200000e+001
6.624128124967724e-002	-4.316496e+000	1.849849e+000	-9.249243e-001	7.683504e+000	1.200000e+001
6.653424999967722e-002	-4.290907e+000	1.772140e+000	-8.860701e-001	7.709093e+000	1.200000e+001
6.682721874967720e-002	-4.260378e+000	1.679430e+000	-8.397152e-001	7.739622e+000	1.200000e+001
6.712018749967719e-002	-4.225168e+000	1.572504e+000	-7.862520e-001	7.774832e+000	1.200000e+001
6.741315624967717e-002	-4.185575e+000	1.452266e+000	-7.261330e-001	7.814425e+000	1.200000e+001
6.770612499967715e-002	-4.141935e+000	1.319735e+000	-6.598673e-001	7.858065e+000	1.200000e+001
6.790143749967714e-002	-4.110774e+000	1.225100e+000	-6.125501e-001	7.889226e+000	1.200000e+001
6.809674999967713e-002	-4.078096e+000	1.125855e+000	-5.629275e-001	7.921904e+000	1.200000e+001
6.829206249967712e-002	-4.044023e+000	1.022372e+000	-5.111862e-001	7.955977e+000	1.200000e+001
6.848737499967711e-002	-4.008684e+000	9.150417e-001	-4.575209e-001	7.991316e+000	1.200000e+001
6.858503124967710e-002	-3.990581e+000	8.600591e-001	-4.300296e-001	8.009419e+000	1.200000e+001
6.868268749967710e-002	-3.972211e+000	8.042671e-001	-4.021336e-001	8.027789e+000	1.200000e+001
6.878034374967709e-002	-3.953592e+000	7.477181e-001	-3.738590e-001	8.046408e+000	1.200000e+001
6.887799999967709e-002	-3.934742e+000	6.904653e-001	-3.452327e-001	8.065258e+000	1.200000e+001
6.907331249967708e-002	-3.896420e+000	5.740649e-001	-2.870324e-001	8.103580e+000	1.200000e+001
6.936628124967706e-002	-3.837647e+000	3.955521e-001	-1.977760e-001	8.162353e+000	1.200000e+001
6.956159374967705e-002	-3.797816e+000	2.745887e-001	-1.372944e-001	8.202180e+000	1.200000e+001
6.965924999967704e-002	-3.777491e+000	2.136909e-001	-1.068454e-001	8.222366e+000	1.199986e+001
6.975690624967704e-002	-3.747823e+000	1.525919e-001	-7.629594e-002	8.247252e+000	1.199508e+001
6.985456249967703e-002	-3.441603e+000	9.134928e-002	-4.567464e-002	8.410266e+000	1.185187e+001
6.995221874967703e-002	-1.560713e+000	3.002072e-002	-1.501036e-002	9.358545e+000	1.091926e+001
7.004987499967702e-002	1.607690e+000	-3.133610e-002	1.566805e-002	1.094520e+001	9.337513e+000
7.014753124967701e-002	3.446046e+000	-9.266344e-002	4.633172e-002	1.186152e+001	8.415479e+000
7.024518749967701e-002	3.723635e+000	-1.539036e-001	7.695178e-002	1.199545e+001	8.271818e+000
7.034284374967700e-002	3.742533e+000	-2.149988e-001	1.074994e-001	1.199987e+001	8.257336e+000
7.044049999967700e-002	3.752831e+000	-2.758918e-001	1.379459e-001	1.200000e+001	8.247165e+000
7.062186160681984e-002	3.771473e+000	-3.891242e-001	1.945621e-001	1.200000e+001	8.228524e+000
7.080322321396269e-002	3.789762e+000	-5.002131e-001	2.501065e-001	1.200000e+001	8.210237e+000
7.098458482110553e-002	3.807697e+000	-6.091583e-001	3.045791e-001	1.200000e+001	8.192303e+000
7.116594642824839e-002	3.825279e+000	-7.159599e-001	3.579799e-001	1.200000e+001	8.174721e+000
7.134730803539123e-002	3.842507e+000	-8.206178e-001	4.103089e-001	1.200000e+001	8.157493e+000
7.152866964253409e-002	3.859382e+000	-9.231321e-001	4.615661e-001	1.200000e+001	8.140619e+000
7.171003124967693e-002	3.875903e+000	-1.023503e+000	5.117514e-001	1.200000e+001	8.124097e+000
7.200299999967691e-002	3.901187e+000	-1.177095e+000	5.885475e-001	1.200000e+001	8.098813e+000
7.219831249967690e-002	3.917145e+000	-1.274031e+000	6.370154e-001	1.200000e+001	8.082855e+000
7.229596874967689e-002	3.924830e+000	-1.320723e+000	6.603613e-001	1.200000e+001	8.075170e+000
7.239362499967689e-002	3.932312e+000	-1.366172e+000	6.830858e-001	1.200000e+001	8.067688e+000
7.249128124967688e-002	3.939583e+000	-1.410335e+000	7.051673e-001	1.200000e+001	8.060417e+000
7.258893749967688e-002	3.946634e+000	-1.453170e+000	7.265851e-001	1.200000e+001	8.053366e+000
7.268659374967687e-002	3.953461e+000	-1.494638e+000	7.473192e-001	1.200000e+001	8.046539e+000
7.278424999967686e-002	3.960056e+000	-1.534700e+000	7.673498e-001	1.200000e+001	8.039944e+000
7.288190624967686e-002	3.966413e+000	-1.573317e+000	7.866583e-001	1.200000e+001	8.033587e+000
7.297956249967685e-002	3.972527e+000	-1.610453e+000	8.052264e-001	1.200000e+001	8.027473e+000
7.307721874967685e-002	3.978391e+000	-1.646073e+000	8.230366e-001	1.200000e+001	8.021609e+000
7.317487499967684e-002	3.983999e+000	-1.680145e+000	8.400723e-001	1.200000e+001	8.016001e+000
7.327253124967684e-002	3.989348e+000	-1.712634e+000	8.563172e-001	1.200000e+001	8.010652e+000
7.337018749967683e-002	3.994431e+000	-1.743513e+000	8.717563e-001	1.200000e+001	8.005569e+000
7.346784374967683e-002	3.999245e+000	-1.772750e+000	8.863748e-001	1.200000e+001	8.000755e+000
7.356549999967682e-002	4.003783e+000	-1.800318e+000	9.001592e-001	1.200000e+001	7.996217e+000
7.366315624967681e-002	4.008043e+000	-1.826193e+000	9.130964e-001	1.200000e+001	7.991957e+000
7.376081249967681e-002	4.012020e+000	-1.850348e+000	9.251741e-001	1.200000e+001	7.987980e+000
7.385846874967680e-002	4.015709e+000	-1.872762e+000	9.363812e-001	1.200000e+001	7.984291e+000
7.405378124967679e-002	4.022216e+000	-1.912283e+000	9.561417e-001	1.200000e+001	7.977784e+000
7.424909374967678e-002	4.027537e+000	-1.944607e+000	9.723034e-001	1.200000e+001	7.972463e+000
7.444440624967677e-002	4.031654e+000	-1.969611e+000	9.848056e-001	1.200000e+001	7.968346e+000
7.463971874967676e-002	4.034550e+000	-1.987203e+000	9.936013e-001	1.200000e+001	7.965450e+000
7.483503124967675e-002	4.036214e+000	-1.997315e+000	9.986573e-001	1.200000e+001	7.963786e+000
7.503034374967674e-002	4.036641e+000	-1.999909e+000	9.999546e-001	1.200000e+001	7.963359e+000
7.522565624967673e-002	4.035830e+000	-1.994976e+000	9.974882e-001	1.200000e+001	7.964170e+000
7.542096874967671e-002	4.033782e+000	-1.982535e+000	9.912676e-001	1.200000e+001	7.966218e+000
7.561628124967670e-002	4.030505e+000	-1.962632e+000	9.813160e-001	1.200000e+001	7.969495e+000
7.581159374967669e-002	4.026012e+000	-1.935342e+000	9.676709e-001	1.200000e+001	7.973988e+000
7.600690624967668e-002	4.020320e+000	-1.900768e+000	9.503838e-001	1.200000e+001	7.979680e+000
7.610456249967668e-002	4.017031e+000	-1.880789e+000	9.403943e-001	1.200000e+001	7.982969e+000
7.620221874967667e-002	4.013450e+000	-1.859039e+000	9.295197e-001	1.200000e+001	7.986550e+000
7.629987499967667e-002	4.009582e+000	-1.835540e+000	9.177702e-001	1.200000e+001	7.990418e+000
7.639753124967666e-002	4.005429e+000	-1.810314e+000	9.051570e-001	1.200000e+001	7.994571e+000
7.649518749967665e-002	4.000996e+000	-1.783384e+000	8.916919e-001	1.200000e+001	7.999004e+000
7.659284374967665e-002	3.996286e+000	-1.754775e+000	8.773875e-001	1.200000e+001	8.003714e+000
7.669049999967664e-002	3.991304e+000	-1.724515e+000	8.622574e-001	1.200000e+001	8.008696e+000
7.678815624967664e-002	3.986055e+000	-1.692632e+000	8.463158e-001	1.200000e+001	8.013945e+000
7.688581249967663e-002	3.980545e+000	-1.659155e+000	8.295776e-001	1.200000e+001	8.019455e+000
7.698346874967663e-002	3.974776e+000	-1.624117e+000	8.120587e-001	1.200000e+001	8.025224e+000
7.708112499967662e-002	3.968757e+000	-1.587551e+000	7.937755e-001	1.200000e+001	8.031243e+000
7.717878124967662e-002	3.962491e+000	-1.549490e+000	7.747452e-001	1.200000e+001	8.037509e+000
7.727643749967661e-002	3.955985e+000	-1.509971e+000	7.549857e-001	1.200000e+001	8.044015e+000
7.737409374967660e-002	3.949245e+000	-1.469031e+000	7.345157e-001	1.200000e+001	8.050755e+000
7.747174999967660e-002	3.942278e+000	-1.426709e+000	7.133544e-001	1.200000e+001	8.057722e+000
7.756940624967659e-002	3.935090e+000	-1.383043e+000	6.915217e-001	1.200000e+001	8.064910e+000
7.766706249967659e-002	3.927688e+000	-1.338076e+000	6.690382e-001	1.200000e+001	8.072312e+000
7.786237499967658e-002	3.912268e+000	-1.244408e+000	6.222038e-001	1.200000e+001	8.087732e+000
7.805768749967657e-002	3.896077e+000	-1.146055e+000	5.730277e-001	1.200000e+001	8.103923e+000
7.835065624967655e-002	3.870481e+000	-9.905592e-001	4.952796e-001	1.200000e+001	8.129519e+000
7.864362499967653e-002	3.843503e+000	-8.266777e-001	4.133389e-001	1.200000e+001	8.156497e+000
7.876918303539081e-002	3.831528e+000	-7.539252e-001	3.769626e-001	1.200000e+001	8.168472e+000
7.889474107110508e-002	3.819407e+000	-6.802902e-001	3.401451e-001	1.200000e+001	8.180593e+000
7.902029910681936e-002	3.807141e+000	-6.057728e-001	3.028864e-001	1.200000e+001	8.192859e+000
7.914585714253365e-002	3.794729e+000	-5.303729e-001	2.651865e-001	1.200000e+001	8.205271e+000
7.927141517824793e-002	3.782172e+000	-4.540906e-001	2.270453e-001	1.200000e+001	8.217828e+000
7.939697321396221e-002	3.769469e+000	-3.769259e-001	1.884629e-001	1.200000e+001	8.230530e+000
7.952253124967648e-002	3.756621e+000	-2.988787e-001	1.494393e-001	1.200000e+001	8.243378e+000
7.962018749967648e-002	3.746546e+000	-2.380773e-001	1.190387e-001	1.199997e+001	8.253420e+000
7.971784374967647e-002	3.734194e+000	-1.770519e-001	8.852597e-002	1.199881e+001	8.264617e+000
7.981549999967647e-002	3.646673e+000	-1.158599e-001	5.792993e-002	1.196004e+001	8.313369e+000
7.991315624967646e-002	2.456463e+000	-5.455877e-002	2.727938e-002	1.136897e+001	8.912509e+000
8.001081249967645e-002	-4.046459e-001	6.793681e-003	-3.396841e-003	9.938326e+000	1.034297e+001
8.010846874967645e-002	-2.911680e+000	6.813974e-002	-3.406987e-002	8.678665e+000	1.159035e+001
8.020612499967644e-002	-3.712770e+000	1.294217e-001	-6.471083e-002	8.268598e+000	1.198137e+001
8.030378124967644e-002	-3.769066e+000	1.905818e-001	-9.529089e-002	8.230389e+000	1.199945e+001
8.040143749967643e-002	-3.790212e+000	2.515625e-001	-1.257813e-001	8.209772e+000	1.199998e+001
8.049909374967643e-002	-3.810241e+000	3.123065e-001	-1.561533e-001	8.189759e+000	1.200000e+001
8.059674999967642e-002	-3.830188e+000	3.728964e-001	-1.864482e-001	8.169812e+000	1.200000e+001
8.069440624967642e-002	-3.849974e+000	4.329952e-001	-2.164976e-001	8.150026e+000	1.200000e+001
8.079206249967641e-002	-3.869599e+000	4.926030e-001	-2.463015e-001	8.130401e+000	1.200000e+001
8.088971874967640e-002	-3.889062e+000	5.517199e-001	-2.758599e-001	8.110938e+000	1.200000e+001
8.098737499967640e-002	-3.908364e+000	6.103457e-001	-3.051728e-001	8.091636e+000	1.200000e+001
8.108503124967639e-002	-3.927504e+000	6.684805e-001	-3.342403e-001	8.072496e+000	1.200000e+001
8.118268749967639e-002	-3.946483e+000	7.261243e-001	-3.630622e-001	8.053517e+000	1.200000e+001
8.128034374967638e-002	-3.965191e+000	7.829461e-001	-3.914731e-001	8.034809e+000	1.200000e+001
8.137799999967638e-002	-3.983657e+000	8.390309e-001	-4.195155e-001	8.016343e+000	1.200000e+001
8.147565624967637e-002	-4.001863e+000	8.943261e-001	-4.471630e-001	7.998137e+000	1.200000e+001
8.167096874967636e-002	-4.037427e+000	1.002340e+000	-5.011700e-001	7.962573e+000	1.200000e+001
8.186628124967635e-002	-4.071750e+000	1.106581e+000	-5.532907e-001	7.928250e+000	1.200000e+001
